# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
ip-10-227-0-12.us-west-1.compute.internal;60;1439883198;xvda;7659.47;12.40;307239.13;40.11;91.63;11.96;0.10;75.11
ip-10-227-0-12.us-west-1.compute.internal;60;1439883198;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883198;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883198;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883198;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883198;xvdf;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883198;xvdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883198;xvdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883198;xvdi;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883258;xvda;9078.77;0.00;345228.65;38.03;107.63;11.86;0.10;88.68
ip-10-227-0-12.us-west-1.compute.internal;60;1439883258;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883258;xvdc;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883258;xvdd;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883258;xvde;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883258;xvdf;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883258;xvdg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883258;xvdh;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883258;xvdi;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439883318;xvda;4618.00;52836.80;158340.70;45.73;50.49;10.94;0.15;66.97
