# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
ip-10-227-0-12.us-west-1.compute.internal;60;1439889715;-76171.78;0.00;45379.55
ip-10-227-0-12.us-west-1.compute.internal;60;1439889775;79.17;0.00;-14170.28
ip-10-227-0-12.us-west-1.compute.internal;60;1439889835;-176.18;0.00;-12878.23
ip-10-227-0-12.us-west-1.compute.internal;60;1439889895;-48.42;0.00;-12636.42
ip-10-227-0-12.us-west-1.compute.internal;60;1439889955;112.23;0.00;-1902.48
ip-10-227-0-12.us-west-1.compute.internal;60;1439890015;34.00;0.00;-14639.17
ip-10-227-0-12.us-west-1.compute.internal;60;1439890075;72.50;0.00;1645.38
ip-10-227-0-12.us-west-1.compute.internal;60;1439890135;2423.30;0.00;-1791.53
ip-10-227-0-12.us-west-1.compute.internal;60;1439890195;5064.13;0.00;-6969.43
ip-10-227-0-12.us-west-1.compute.internal;60;1439890255;3078.87;0.00;-8627.00
ip-10-227-0-12.us-west-1.compute.internal;60;1439890315;28552.88;0.00;-17047.85
ip-10-227-0-12.us-west-1.compute.internal;60;1439890375;72366.45;0.00;-13578.13
ip-10-227-0-12.us-west-1.compute.internal;60;1439890435;9163.57;0.00;-15199.85
ip-10-227-0-12.us-west-1.compute.internal;60;1439890495;3826.33;0.00;-7286.30
ip-10-227-0-12.us-west-1.compute.internal;60;1439890555;10692.33;0.00;-4490.58
ip-10-227-0-12.us-west-1.compute.internal;60;1439890615;-4352.28;0.00;-24.90
ip-10-227-0-12.us-west-1.compute.internal;60;1439890675;5895.78;0.00;-1108.28
ip-10-227-0-12.us-west-1.compute.internal;60;1439890735;6110.28;0.00;102.43
ip-10-227-0-12.us-west-1.compute.internal;60;1439890795;8174.48;0.00;-9061.80
ip-10-227-0-12.us-west-1.compute.internal;60;1439890855;-16635.37;0.00;1302.85
ip-10-227-0-12.us-west-1.compute.internal;60;1439890915;-4492.12;0.00;2010.78
ip-10-227-0-12.us-west-1.compute.internal;60;1439890975;-14165.25;0.00;4149.60
ip-10-227-0-12.us-west-1.compute.internal;60;1439891035;-16091.07;0.00;3549.57
ip-10-227-0-12.us-west-1.compute.internal;60;1439891095;-20133.17;0.00;2386.52
ip-10-227-0-12.us-west-1.compute.internal;60;1439891155;-7429.93;0.00;1500.03
ip-10-227-0-12.us-west-1.compute.internal;60;1439891215;358.38;0.00;5844.35
ip-10-227-0-12.us-west-1.compute.internal;60;1439891275;-27898.13;0.00;22099.53
ip-10-227-0-12.us-west-1.compute.internal;60;1439891335;-20877.52;0.00;20805.33
ip-10-227-0-12.us-west-1.compute.internal;60;1439891395;-23743.25;0.00;-1061.78
ip-10-227-0-12.us-west-1.compute.internal;60;1439891455;27294.73;0.00;10671.32
ip-10-227-0-12.us-west-1.compute.internal;60;1439891515;-26994.02;0.00;6014.15
ip-10-227-0-12.us-west-1.compute.internal;60;1439891575;-370.40;0.00;-18786.15
ip-10-227-0-12.us-west-1.compute.internal;60;1439891635;672.78;0.00;-14703.77
ip-10-227-0-12.us-west-1.compute.internal;60;1439891695;-565.97;0.00;-13084.55
ip-10-227-0-12.us-west-1.compute.internal;60;1439891755;11694.70;0.00;-18886.15
ip-10-227-0-12.us-west-1.compute.internal;60;1439891815;-10571.53;0.00;3810.25
ip-10-227-0-12.us-west-1.compute.internal;60;1439891875;225.93;0.00;-2314.95
ip-10-227-0-12.us-west-1.compute.internal;60;1439891935;15703.90;0.00;-11866.92
ip-10-227-0-12.us-west-1.compute.internal;60;1439891995;-5041.98;0.00;3640.93
